plot,scientificname,genotype,treatment,date,trait,method,mean,checked,author,season,method_type
MAC Field Scanner Season 4 Range 12 Column 11,Sorghum bicolor,PI569443,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_length,3D scanner to leaf length and width,119.994,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 15 Column 2,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,29.594,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 15 Column 2,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,66.189,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 15 Column 2,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,83.264,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 15 Column 2,Sorghum bicolor,PI329645,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,76.907,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 31 Column 2,Sorghum bicolor,PI195754,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,169.272,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 3,Sorghum bicolor,PI585954,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,46.325,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 3,Sorghum bicolor,PI585954,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_length,3D scanner to leaf length and width,68.412,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 3,Sorghum bicolor,PI585954,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,89.692,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 23 Column 3,Sorghum bicolor,PI585954,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,156.481,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 2,Sorghum bicolor,PI329518,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,24.17,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 2,Sorghum bicolor,PI329518,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,161.238,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 2,Sorghum bicolor,PI329518,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,155.632,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 4,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,133.757,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 12 Column 4,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,167.979,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 42 Column 14,Sorghum bicolor,PI329466,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_length,3D scanner to leaf length and width,134.226,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 4,Sorghum bicolor,PI586443,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,41.995,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 4,Sorghum bicolor,PI586443,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,89.293,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 10,Sorghum bicolor,PI569425,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,74.909,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 10,Sorghum bicolor,PI569425,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,37.223,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 4,Sorghum bicolor,PI22913,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,27.824,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 3,Sorghum bicolor,PI585461,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,25.444,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 3,Sorghum bicolor,PI585461,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,176.704,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 2,Sorghum bicolor,PI569454,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,29.068,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 2,Sorghum bicolor,PI569454,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,30.291,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 2,Sorghum bicolor,PI569454,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,62.919,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 2,Sorghum bicolor,PI569454,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,60.26,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 2,Sorghum bicolor,PI569454,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,111.109,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 35 Column 11,Sorghum bicolor,PI152651,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,170.135,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 10,Sorghum bicolor,PI156217,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,127.057,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 35 Column 4,Sorghum bicolor,PI329644,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_length,3D scanner to leaf length and width,156.653,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 35 Column 4,Sorghum bicolor,PI329644,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-12,leaf_length,3D scanner to leaf length and width,106.966,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 35 Column 4,Sorghum bicolor,PI329644,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,160.407,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 14,Sorghum bicolor,PI570091,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_length,3D scanner to leaf length and width,17.529,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 4,Sorghum bicolor,PI175919,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,28.564,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 4,Sorghum bicolor,PI175919,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-10,leaf_length,3D scanner to leaf length and width,113.836,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 4,Sorghum bicolor,PI175919,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_length,3D scanner to leaf length and width,160.415,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 36 Column 9,Sorghum bicolor,PI521152,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,32.493,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 36 Column 9,Sorghum bicolor,PI521152,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,191.752,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 11,Sorghum bicolor,PI641835,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,144.169,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 4,Sorghum bicolor,PI651495,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,64.213,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 9,Sorghum bicolor,PI563329,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,180.305,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 9,Sorghum bicolor,PI563329,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,175.511,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 9,Sorghum bicolor,PI563329,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,230.202,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 3,Sorghum bicolor,PI330858,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,29.815,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 3,Sorghum bicolor,PI330858,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,35.437,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 3,Sorghum bicolor,PI330858,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,74.782,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 3,Sorghum bicolor,PI330858,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,78.636,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 3,Sorghum bicolor,PI330858,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,56.892,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 3,Sorghum bicolor,PI330858,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,80.655,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 4,Sorghum bicolor,PI329585,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,64.446,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 4,Sorghum bicolor,PI329585,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-02,leaf_length,3D scanner to leaf length and width,54.836,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 4,Sorghum bicolor,PI329585,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,52.251,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 4,Sorghum bicolor,PI329585,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,80.811,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 4,Sorghum bicolor,PI329585,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,53.214,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 2,Sorghum bicolor,PI566819,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,31.343,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 2,Sorghum bicolor,PI566819,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,33.775,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 2,Sorghum bicolor,PI566819,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-10,leaf_length,3D scanner to leaf length and width,111.094,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 3,Sorghum bicolor,PI643008,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,142.065,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 3,Sorghum bicolor,PI643008,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,163.983,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 42 Column 10,Sorghum bicolor,PI329665,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,78.068,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 42 Column 10,Sorghum bicolor,PI329665,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,94.02,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 42 Column 10,Sorghum bicolor,PI329665,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,96.933,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 10,Sorghum bicolor,PI329699,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,24.653,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 10,Sorghum bicolor,PI329699,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,80.696,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 3,Sorghum bicolor,PI152728,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,38.481,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 3,Sorghum bicolor,PI152728,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-23,leaf_length,3D scanner to leaf length and width,184.081,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 42 Column 3,Sorghum bicolor,PI251672,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,142.029,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 2,Sorghum bicolor,PI453696,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,47.38,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 2,Sorghum bicolor,PI453696,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_length,3D scanner to leaf length and width,57.923,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 2,Sorghum bicolor,PI453696,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-05,leaf_length,3D scanner to leaf length and width,95.887,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,46.358,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,58.396,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,83.415,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 9,Sorghum bicolor,PI330195,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,79.65,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 2,Sorghum bicolor,PI585454,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,26.163,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 2,Sorghum bicolor,PI585454,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,25.333,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 2,Sorghum bicolor,PI620157,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,125.479,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 2,Sorghum bicolor,PI620157,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,127.81,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 11,Sorghum bicolor,PI651497,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,37.978,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 3,Sorghum bicolor,PI154944,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,44.214,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 3,Sorghum bicolor,PI154944,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-23,leaf_length,3D scanner to leaf length and width,168.773,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 3,Sorghum bicolor,PI154944,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,171.778,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 9,Sorghum bicolor,PI562994,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,147.871,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 10,Sorghum bicolor,PI562997,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,120.512,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 10,Sorghum bicolor,PI562997,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-16,leaf_length,3D scanner to leaf length and width,142.225,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 45 Column 10,Sorghum bicolor,PI562997,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-23,leaf_length,3D scanner to leaf length and width,180.999,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 4,Sorghum bicolor,PI329550,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-16,leaf_length,3D scanner to leaf length and width,155.89,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 4,Sorghum bicolor,PI329550,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-23,leaf_length,3D scanner to leaf length and width,175.337,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 9,Sorghum bicolor,PI641850,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-03,leaf_length,3D scanner to leaf length and width,54.507,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 9,Sorghum bicolor,PI641850,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,136.534,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 2,Sorghum bicolor,PI533792,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,25.119,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 2,Sorghum bicolor,PI533792,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-29,leaf_length,3D scanner to leaf length and width,41.18,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 2,Sorghum bicolor,PI533792,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_length,3D scanner to leaf length and width,66.342,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 2,Sorghum bicolor,PI563338,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,69.53,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 2,Sorghum bicolor,PI563338,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-18,leaf_length,3D scanner to leaf length and width,161.112,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 2,Sorghum bicolor,PI563338,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-16,leaf_length,3D scanner to leaf length and width,181.132,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 2,Sorghum bicolor,PI535795,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-23,leaf_length,3D scanner to leaf length and width,151.841,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 10,Sorghum bicolor,PI521290,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,86.559,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 4,Sorghum bicolor,PI569090,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-20,leaf_length,3D scanner to leaf length and width,196.449,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 3,Sorghum bicolor,PI145633,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-10,leaf_length,3D scanner to leaf length and width,106.635,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 10,Sorghum bicolor,PI535792,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-10,leaf_length,3D scanner to leaf length and width,104.855,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 10,Sorghum bicolor,PI535792,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-20,leaf_length,3D scanner to leaf length and width,161.738,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 9,Sorghum bicolor,PI180348,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-16,leaf_length,3D scanner to leaf length and width,163.23,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 9,Sorghum bicolor,PI180348,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-23,leaf_length,3D scanner to leaf length and width,180.461,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 10,Sorghum bicolor,PI656035,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_length,3D scanner to leaf length and width,55.155,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 3,Sorghum bicolor,PI513898,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-27,leaf_length,3D scanner to leaf length and width,22.713,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 11,Sorghum bicolor,PI563002,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-01,leaf_length,3D scanner to leaf length and width,55.309,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 3,Sorghum bicolor,PI455221,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-14,leaf_length,3D scanner to leaf length and width,181.509,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 3,Sorghum bicolor,PI455221,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,193.117,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 9,Sorghum bicolor,PI655978,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-07,leaf_length,3D scanner to leaf length and width,69.931,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 9,Sorghum bicolor,PI655978,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-19,leaf_length,3D scanner to leaf length and width,147.677,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 9,Sorghum bicolor,PI655978,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-16,leaf_length,3D scanner to leaf length and width,137.212,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 9,Sorghum bicolor,PI655978,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-24,leaf_length,3D scanner to leaf length and width,174.398,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 11,Sorghum bicolor,PI620072,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-15,leaf_length,3D scanner to leaf length and width,129.808,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 11,Sorghum bicolor,PI620072,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-16,leaf_length,3D scanner to leaf length and width,122.792,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 10,Sorghum bicolor,PI330169,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-04-30,leaf_length,3D scanner to leaf length and width,56.409,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 10,Sorghum bicolor,PI330169,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-04,leaf_length,3D scanner to leaf length and width,72.9,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 10,Sorghum bicolor,PI330169,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-06,leaf_length,3D scanner to leaf length and width,98.502,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 53 Column 3,Sorghum bicolor,SP1615,MAC Season 4: BAP water-deficit stress Aug 15-30,2017-05-16,leaf_length,3D scanner to leaf length and width,165.067,0,Zeyu Zhang,Season 4,sensor
