plot,scientificname,genotype,treatment,date,trait,method,mean,checked,author,season,method_type
MAC Field Scanner Season 4 Range 2 Column 12,Sorghum bicolor,Big_Kahuna,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_width,3D scanner to leaf length and width,10.443,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 12,Sorghum bicolor,PI152771,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_width,3D scanner to leaf length and width,5.084,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 3 Column 12,Sorghum bicolor,PI152771,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,32.491,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 5 Column 12,Sorghum bicolor,PI563331,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,10.538,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 5 Column 12,Sorghum bicolor,PI563331,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_width,3D scanner to leaf length and width,7.757,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 12,Sorghum bicolor,PI521290,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,5.695,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 7 Column 12,Sorghum bicolor,PI521290,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-17,leaf_width,3D scanner to leaf length and width,18.436,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 12,Sorghum bicolor,PI655981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_width,3D scanner to leaf length and width,4.97,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 12,Sorghum bicolor,PI655981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_width,3D scanner to leaf length and width,7.836,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 12,Sorghum bicolor,PI655981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,8.682,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 12,Sorghum bicolor,PI655981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,9.621,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 12,Sorghum bicolor,PI655981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_width,3D scanner to leaf length and width,26.051,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 18 Column 12,Sorghum bicolor,PI655981,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,34.999,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 12,Sorghum bicolor,PI167093,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_width,3D scanner to leaf length and width,5.261,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 12,Sorghum bicolor,PI167093,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_width,3D scanner to leaf length and width,7.868,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 12,Sorghum bicolor,PI167093,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_width,3D scanner to leaf length and width,5.576,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 12,Sorghum bicolor,PI167093,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,8.57,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 19 Column 12,Sorghum bicolor,PI167093,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_width,3D scanner to leaf length and width,23.163,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 12,Sorghum bicolor,PI329435,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_width,3D scanner to leaf length and width,11.861,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 20 Column 12,Sorghum bicolor,PI329435,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,36.457,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 12,Sorghum bicolor,PI570091,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,7.468,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 12,Sorghum bicolor,PI570091,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,7.864,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 22 Column 12,Sorghum bicolor,PI570091,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_width,3D scanner to leaf length and width,18.25,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 12,Sorghum bicolor,PI156330,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,3.207,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 12,Sorghum bicolor,PI156330,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,8.38,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 26 Column 12,Sorghum bicolor,PI156330,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_width,3D scanner to leaf length and width,8.453,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 12,Sorghum bicolor,PI330196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,4.762,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 12,Sorghum bicolor,PI330196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-12,leaf_width,3D scanner to leaf length and width,13.093,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 28 Column 12,Sorghum bicolor,PI330196,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_width,3D scanner to leaf length and width,27.562,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 12,Sorghum bicolor,PI641892,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,3.738,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 12,Sorghum bicolor,PI641892,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,7.723,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 12,Sorghum bicolor,PI641892,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,7.812,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 12,Sorghum bicolor,PI641892,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_width,3D scanner to leaf length and width,7.936,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 12,Sorghum bicolor,PI641892,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_width,3D scanner to leaf length and width,17.432,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 30 Column 12,Sorghum bicolor,PI568717,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_width,3D scanner to leaf length and width,7.333,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 30 Column 12,Sorghum bicolor,PI568717,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_width,3D scanner to leaf length and width,23.593,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 30 Column 12,Sorghum bicolor,PI568717,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_width,3D scanner to leaf length and width,29.607,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 30 Column 12,Sorghum bicolor,PI568717,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_width,3D scanner to leaf length and width,25.487,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 12,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_width,3D scanner to leaf length and width,4.507,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 12,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_width,3D scanner to leaf length and width,4.863,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 12,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_width,3D scanner to leaf length and width,7.99,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 12,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_width,3D scanner to leaf length and width,4.797,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 12,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_width,3D scanner to leaf length and width,24.676,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 32 Column 12,Sorghum bicolor,PI329702,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_width,3D scanner to leaf length and width,21.642,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 33 Column 12,Sorghum bicolor,PI570073,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_width,3D scanner to leaf length and width,4.359,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 12,Sorghum bicolor,PI569445,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,9.569,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 34 Column 12,Sorghum bicolor,PI569445,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,27.945,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 37 Column 12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,3.068,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 37 Column 12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_width,3D scanner to leaf length and width,5.193,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 37 Column 12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,6.494,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 37 Column 12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,10.443,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 37 Column 12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_width,3D scanner to leaf length and width,10.94,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 37 Column 12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_width,3D scanner to leaf length and width,32.905,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 37 Column 12,Sorghum bicolor,PI563222,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,36.95,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 12,Sorghum bicolor,PI570042,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,1.885,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 12,Sorghum bicolor,PI570042,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_width,3D scanner to leaf length and width,6.889,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 12,Sorghum bicolor,PI570042,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,5.25,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 12,Sorghum bicolor,PI570042,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-18,leaf_width,3D scanner to leaf length and width,21.403,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 38 Column 12,Sorghum bicolor,PI570042,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_width,3D scanner to leaf length and width,19.51,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 12,Sorghum bicolor,PI156871,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,2.82,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 12,Sorghum bicolor,PI156871,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_width,3D scanner to leaf length and width,8.168,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 12,Sorghum bicolor,PI156871,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_width,3D scanner to leaf length and width,5.776,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 12,Sorghum bicolor,PI156871,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,10.37,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 39 Column 12,Sorghum bicolor,PI156871,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_width,3D scanner to leaf length and width,32.128,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 40 Column 12,Sorghum bicolor,PI510757,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_width,3D scanner to leaf length and width,5.114,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 12,Sorghum bicolor,PI257599,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_width,3D scanner to leaf length and width,6.037,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 12,Sorghum bicolor,PI257599,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,6.85,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 41 Column 12,Sorghum bicolor,PI257599,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,35.514,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 12,Sorghum bicolor,PI506069,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_width,3D scanner to leaf length and width,7.009,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 43 Column 12,Sorghum bicolor,PI506069,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_width,3D scanner to leaf length and width,8.145,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 12,Sorghum bicolor,PI563032,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,6.678,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 12,Sorghum bicolor,PI563032,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_width,3D scanner to leaf length and width,5.624,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 12,Sorghum bicolor,PI563032,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_width,3D scanner to leaf length and width,18.188,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 44 Column 12,Sorghum bicolor,PI563032,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_width,3D scanner to leaf length and width,22.656,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 12,Sorghum bicolor,PI535793,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,7.263,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 12,Sorghum bicolor,PI535793,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,4.478,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 12,Sorghum bicolor,PI535793,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_width,3D scanner to leaf length and width,20.675,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 46 Column 12,Sorghum bicolor,PI535793,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-23,leaf_width,3D scanner to leaf length and width,29.893,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 12,Sorghum bicolor,PI156178,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,3.74,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 12,Sorghum bicolor,PI156178,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_width,3D scanner to leaf length and width,6.065,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 12,Sorghum bicolor,PI156178,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_width,3D scanner to leaf length and width,16.295,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 12,Sorghum bicolor,PI156178,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_width,3D scanner to leaf length and width,17.587,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 12,Sorghum bicolor,PI156178,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-16,leaf_width,3D scanner to leaf length and width,20.186,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 47 Column 12,Sorghum bicolor,PI156178,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-23,leaf_width,3D scanner to leaf length and width,26.303,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,4.372,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_width,3D scanner to leaf length and width,6.411,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-05,leaf_width,3D scanner to leaf length and width,9.12,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,9.95,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-10,leaf_width,3D scanner to leaf length and width,11.765,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_width,3D scanner to leaf length and width,16.297,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-23,leaf_width,3D scanner to leaf length and width,25.989,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 48 Column 12,Sorghum bicolor,PI563009,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,27.205,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 12,Sorghum bicolor,PI255239,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-10,leaf_width,3D scanner to leaf length and width,13.625,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 12,Sorghum bicolor,PI255239,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-15,leaf_width,3D scanner to leaf length and width,23.44,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 49 Column 12,Sorghum bicolor,PI255239,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-24,leaf_width,3D scanner to leaf length and width,33.591,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-30,leaf_width,3D scanner to leaf length and width,4.973,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,4.673,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_width,3D scanner to leaf length and width,8.521,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_width,3D scanner to leaf length and width,18.479,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-19,leaf_width,3D scanner to leaf length and width,24.189,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-20,leaf_width,3D scanner to leaf length and width,26.695,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 12,Sorghum bicolor,PI550604,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-16,leaf_width,3D scanner to leaf length and width,22.191,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 12,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,2.247,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 12,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-04,leaf_width,3D scanner to leaf length and width,5.714,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 12,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,4.659,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 12,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-06,leaf_width,3D scanner to leaf length and width,7.972,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 12,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-07,leaf_width,3D scanner to leaf length and width,8.261,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 51 Column 12,Sorghum bicolor,PI655983,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-10,leaf_width,3D scanner to leaf length and width,11.115,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 12,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,5.29,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 12,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_width,3D scanner to leaf length and width,5.504,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 12,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-20,leaf_width,3D scanner to leaf length and width,30.307,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 52 Column 12,Sorghum bicolor,PI329480,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_width,3D scanner to leaf length and width,4.576,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 13,Sorghum bicolor,PI144134,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,3.81,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 13,Sorghum bicolor,PI144134,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-02,leaf_width,3D scanner to leaf length and width,5.745,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 29 Column 13,Sorghum bicolor,PI144134,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-14,leaf_width,3D scanner to leaf length and width,19.362,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 13,Sorghum bicolor,PI52606,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-27,leaf_width,3D scanner to leaf length and width,3.244,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 13,Sorghum bicolor,PI52606,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-04-29,leaf_width,3D scanner to leaf length and width,3.92,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 13,Sorghum bicolor,PI52606,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-01,leaf_width,3D scanner to leaf length and width,4.562,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 13,Sorghum bicolor,PI52606,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-03,leaf_width,3D scanner to leaf length and width,6.414,0,Zeyu Zhang,Season 4,sensor
MAC Field Scanner Season 4 Range 50 Column 13,Sorghum bicolor,PI52606,MAC Season 4: BAP water-deficit stress Aug 1-14,2017-05-20,leaf_width,3D scanner to leaf length and width,27.643,0,Zeyu Zhang,Season 4,sensor
